"Date_","Open","High","Low","Close","Change","change_valueP","ChangeP","Volume"
"2004-01-01T00:00:00.000Z",36.5,36.45,36.45,36.45,0,0,0,0
"2004-01-02T00:00:00.000Z",36.45,36.45,36.4,36.45,0,0,0,2000
"2004-01-05T00:00:00.000Z",36.45,35.95,35.95,35.95,-0.5,-1.3717421124828533,-1.3717421124828533,1000
"2004-01-06T00:00:00.000Z",35.95,35.4,34.95,35.2,-0.75,-2.086230876216968,-2.086230876216968,16000
"2004-01-07T00:00:00.000Z",35.2,36.9,35.5,36,0.8,2.272727272727273,2.272727272727273,16000
"2004-01-08T00:00:00.000Z",36,36,35.55,36,0,0,0,11000
"2004-01-09T00:00:00.000Z",36,36.75,36,36.2,0.2,0.5555555555555556,0.5555555555555556,12000
"2004-01-12T00:00:00.000Z",36.2,36.7,36.2,36.6,0.4,1.1049723756906076,1.1049723756906076,4000
"2004-01-13T00:00:00.000Z",36.6,37.5,36.5,37.5,0.9,2.459016393442623,2.459016393442623,20500
"2004-01-14T00:00:00.000Z",37.5,37.5,36.4,36.95,-0.55,-1.4666666666666668,-1.4666666666666668,5500
"2004-01-15T00:00:00.000Z",36.95,37,36.5,36.5,-0.45,-1.2178619756427604,-1.2178619756427604,11500
"2004-01-16T00:00:00.000Z",36.5,37,36.5,36.8,0.3,0.821917808219178,0.821917808219178,10000
"2004-01-19T00:00:00.000Z",36.8,37,36.5,37,0.2,0.5434782608695653,0.5434782608695653,9500
"2004-01-20T00:00:00.000Z",37,39.75,37.45,39.75,2.75,7.4324324324324325,7.4324324324324325,57500
"2004-01-21T00:00:00.000Z",39.75,41.5,40.3,41.5,1.75,4.40251572327044,4.40251572327044,44500
"2004-01-22T00:00:00.000Z",41.5,41.5,41,41.25,-0.25,-0.6024096385542169,-0.6024096385542169,9000
"2004-01-23T00:00:00.000Z",41.25,42.75,41.45,41.45,0.2,0.48484848484848486,0.48484848484848486,500
"2004-01-26T00:00:00.000Z",41.45,41.85,40,41.85,0.4,0.9650180940892641,0.9650180940892641,3500
"2004-01-27T00:00:00.000Z",41.85,44.95,41.25,44.95,3.1,7.4074074074074066,7.4074074074074066,28500
"2004-01-28T00:00:00.000Z",44.95,48.3,45.05,48.3,3.35,7.452725250278087,7.452725250278087,140500
"2004-01-29T00:00:00.000Z",48.3,51.9,49,51.4,3.1,6.418219461697723,6.418219461697723,81500
"2004-01-30T00:00:00.000Z",51.4,51.25,49.15,49.7,-1.7,-3.3073929961089488,-3.3073929961089488,52500
"2004-02-06T00:00:00.000Z",49.7,50.75,49,50.45,0.75,1.5090543259557343,1.5090543259557343,14000
"2004-02-09T00:00:00.000Z",50.45,51.5,49.5,49.5,-0.95,-1.8830525272547076,-1.8830525272547076,48500
"2004-02-10T00:00:00.000Z",49.5,51,49.5,49.5,0,0,0,106000
"2004-02-11T00:00:00.000Z",49.5,50,49,49,-0.5,-1.0101010101010102,-1.0101010101010102,36500
"2004-02-12T00:00:00.000Z",49,49.25,46.7,47.1,-1.9,-3.877551020408163,-3.877551020408163,17000
"2004-02-13T00:00:00.000Z",47.1,50.25,48.5,49.75,2.65,5.626326963906581,5.626326963906581,12000
"2004-02-16T00:00:00.000Z",49.75,49.75,47.75,47.75,-2,-4.0201005025125625,-4.0201005025125625,12000
"2004-02-17T00:00:00.000Z",47.75,47,45.5,45.5,-2.25,-4.712041884816754,-4.712041884816754,2000
"2004-02-18T00:00:00.000Z",45.5,48.7,45.5,48,2.5,5.4945054945054945,5.4945054945054945,23500
"2004-02-19T00:00:00.000Z",48,49,48,48,0,0,0,16500
