"Date_","Open","High","Low","Close","Change","ChangeP","Volume"
"2021-09-22T00:00:00.000Z",76.86,76.86,71.5,76.86,5.360001,7.496504999951117,13244500
"2021-09-23T00:00:00.000Z",80,80,71.5,76.69,-0.1699982,-0.22117903198181446,6068500
"2021-09-24T00:00:00.000Z",75.7,78.9,73.56,76.87,0.1800003,0.23471156696327383,1054000
"2021-09-27T00:00:00.000Z",76.1,76.98,74,74.77,-2.100006,-2.7318925928014113,566500
"2021-09-28T00:00:00.000Z",75,75.5,72.8,74.37,-0.3999939,-0.5349658053135137,912500
"2021-09-29T00:00:00.000Z",74.05,74.12,70.51,71.89,-2.480003,-3.334681860911045,763500
"2021-09-30T00:00:00.000Z",71.02,72.44,70.02,72.07,0.1800003,0.25038294721261495,637000
"2021-10-01T00:00:00.000Z",72,73,70.51,72.76,0.6900024,0.957405887300876,367000
"2021-10-04T00:00:00.000Z",72.25,73,70.5,72.7,-0.06000519,-0.08247001885624797,328000
"2021-10-05T00:00:00.000Z",72.5,72.8,70.5,71,-1.699997,-2.338372861280861,419500
"2021-10-06T00:00:00.000Z",71.45,71.7,70.75,71.09,0.08999634,0.1267554019165525,372500
"2021-10-07T00:00:00.000Z",72,72,70.7,70.75,-0.3399963,-0.4782618057331366,198500
"2021-10-08T00:00:00.000Z",70.75,71,70.26,70.78,0.02999878,0.04240110174234142,167500
"2021-10-11T00:00:00.000Z",70.25,70.25,66.5,67.89,-2.889999,-4.083072959636521,158000
"2021-10-12T00:00:00.000Z",68.5,68.5,65.1,67.42,-0.4700012,-0.6922981170900319,212500
"2021-10-13T00:00:00.000Z",68.15,68.15,66.5,66.56,-0.8600006,-1.2755867581525948,132000
"2021-10-14T00:00:00.000Z",65.52,70,65.52,69.84,3.279999,4.927883038944065,266000
"2021-10-15T00:00:00.000Z",70.88,70.88,68.16,69.07,-0.7699966,-1.1025152312221047,119500
"2021-10-18T00:00:00.000Z",66.11,69.6,66,67.83,-1.239998,-1.795277306943023,162500
"2021-10-20T00:00:00.000Z",65.8,66.57,61.93,66.55,4.620003,7.460040729535317,396500
"2021-10-21T00:00:00.000Z",67.49,68.99,65.75,67.61,1.059998,1.5927843247848437,652500
"2021-10-22T00:00:00.000Z",67.79,69,64.7,65.59,-2.020004,-2.987729449032424,472000
"2021-10-25T00:00:00.000Z",65.84,65.84,62.55,65.59,1.839996,2.8862680541949453,63500
"2021-10-26T00:00:00.000Z",63,63.5,60.66,62.43,-1.32,-2.070588235294118,213500
"2021-10-27T00:00:00.000Z",63.5,66,61.6,61.7,-0.7299995,-1.1693088352499506,169000
"2021-10-28T00:00:00.000Z",61.7,62.99,60.75,62.15,0.4500008,0.72933680038038,70500
"2021-10-29T00:00:00.000Z",60.92,64.5,60.92,63.03,0.8799973,1.415924797699164,78500
"2021-11-01T00:00:00.000Z",63.11,67,62.5,65.95,2.919998,4.632711260266182,3992000
"2021-11-02T00:00:00.000Z",67.5,68.2,65.95,66.65,0.7000046,1.0614172082262192,8196000
"2021-11-03T00:00:00.000Z",67.39,68,66.5,66.65,0,0,1005500
"2021-11-04T00:00:00.000Z",66.4,67,65.6,66.52,-0.1300049,-0.19505609968829876,1678000
"2021-11-05T00:00:00.000Z",66.12,66.85,65.16,65.94,-0.5799942,-0.871909576925369,1830500
"2021-11-08T00:00:00.000Z",66.15,66.35,64.7,65.8,-0.1399994,-0.2123133170668485,3578000
"2021-11-09T00:00:00.000Z",65.95,66.24,63.4,64.87,-0.9300003,-1.4133743096654665,1001500
"2021-11-10T00:00:00.000Z",64.85,65.79,64.1,64.93,0.05999756,0.0924889128152775,388500
"2021-11-11T00:00:00.000Z",65,65.75,64.5,64.85,-0.08000183,-0.1232124252968006,322000
"2021-11-12T00:00:00.000Z",64.02,64.48,63.03,63.58,-1.269997,-1.958360923285779,279000
"2021-11-15T00:00:00.000Z",63.45,63.45,61.81,62.03,-1.550003,-2.4378781485744816,124500
"2021-11-16T00:00:00.000Z",62.46,62.46,61.4,62.1,0.06999969,0.11284812131254365,344000
"2021-11-17T00:00:00.000Z",61.56,62.8,61.01,61.95,-0.1499977,-0.24154219896211043,535000
"2021-11-18T00:00:00.000Z",62.02,66,61.76,64.43,2.48,4.00322841000807,705500
"2021-11-19T00:00:00.000Z",64.51,64.51,63.7,64.09,-0.340004,-0.5277106610143932,99000
"2021-11-22T00:00:00.000Z",63.1,63.9,62,62.25,-1.839996,-2.870956646650438,41500
"2021-11-23T00:00:00.000Z",62,62.2,60,60.03,-2.220001,-3.566266609377243,106000
"2021-11-24T00:00:00.000Z",58.72,60,57.66,59.33,-0.6999969,-1.166078520986897,278500
"2021-11-25T00:00:00.000Z",59.99,62.74,58.11,59.97,0.6399994,1.0787112650054482,184000
"2021-11-26T00:00:00.000Z",60,61,58,59.98,0.009998322,0.01667220563655226,630000
"2021-11-29T00:00:00.000Z",59.99,64.44,58.65,62.9,2.920002,4.868292926585294,443000
"2021-11-30T00:00:00.000Z",63,64.5,58.21,59.92,-2.980003,-4.737683398838629,563500
"2021-12-01T00:00:00.000Z",60.5,63.06,59.92,62.43,2.510002,4.188922035678306,473500
"2021-12-02T00:00:00.000Z",61.79,61.9,57.75,57.75,-4.68,-7.496395963479097,604500
"2021-12-03T00:00:00.000Z",57.7,57.7,54,55.24,-2.509998,-4.346317033638685,306500
"2021-12-06T00:00:00.000Z",55.3,55.99,54.7,54.82,-0.420002,-0.7603222027399636,72000
"2021-12-07T00:00:00.000Z",56.35,57.25,55,55.51,0.6899986,1.2586621349484315,220000
"2021-12-08T00:00:00.000Z",56.47,56.5,54.5,54.59,-0.9199982,-1.6573558454916322,74000
"2021-12-09T00:00:00.000Z",54.55,55.98,53,54.63,0.04000092,0.07327517983903949,324000
"2021-12-10T00:00:00.000Z",54.5,56.48,53.74,54.24,-0.3899994,-0.7138923746720743,430000
"2021-12-13T00:00:00.000Z",54.95,54.99,51.7,52.9,-1.34,-2.470501474926254,334000
"2021-12-14T00:00:00.000Z",51.35,53.5,51.35,53.5,0.5999985,1.1342126332453886,82000
"2021-12-15T00:00:00.000Z",55,57.51,54.5,56.78,3.279999,6.130839137741325,356000
"2021-12-16T00:00:00.000Z",57.95,57.95,54.9,55.07,-1.709999,-3.011622103057804,52000
"2021-12-17T00:00:00.000Z",55.97,58.95,54.32,56.32,1.25,2.2698383875068093,600500
"2021-12-20T00:00:00.000Z",55.01,56.98,55.01,56.21,-0.1100006,-0.19531356326015378,65000
