"Date_","Open","High","Low","Close","Change","ChangeP","Volume"
"2015-04-15T00:00:00.000Z",35.6979,35.6979,35.6979,35.6979,1.697899,4.993820441358223,0
"2015-04-16T00:00:00.000Z",37.48,37.48,37.48,37.48,1.782101,4.992173348913335,500
"2015-04-17T00:00:00.000Z",39.35,39.35,39.35,39.35,1.869999,4.989324840199444,1000
"2015-04-20T00:00:00.000Z",41.31,41.31,41.31,41.31,1.960003,4.980948283172677,500
"2015-04-21T00:00:00.000Z",43,43.37,41.61,43.37,2.059998,4.986680949567614,5473000
"2015-04-22T00:00:00.000Z",44,45.53,43.75,45.53,2.16,4.980401198985474,3013500
"2015-04-23T00:00:00.000Z",47.4,47.75,45.5,45.92,0.3899994,0.856576751286052,3076500
"2015-04-24T00:00:00.000Z",46.4,46.75,44.8,45.12,-0.7999992,-1.7421585669365605,1082500
"2015-04-27T00:00:00.000Z",45.29,45.29,42.87,44.51,-0.6100006,-1.3519516664190827,1760500
"2015-04-28T00:00:00.000Z",44.9,46.4,44.85,45.12,0.6100006,1.3704799106332948,2057000
"2015-04-29T00:00:00.000Z",45.3,46.99,44.8,45.56,0.4400024,0.975182675984894,2127500
"2015-04-30T00:00:00.000Z",45.84,46.3,45.25,45.4,-0.1599998,-0.3511848127795646,1163500
"2015-05-04T00:00:00.000Z",45.94,45.94,44.5,44.81,-0.5900002,-1.2995599061693395,570500
"2015-05-05T00:00:00.000Z",44.63,44.71,43.56,43.87,-0.9400024,-2.097751282423498,619500
"2015-05-06T00:00:00.000Z",44.4,44.7,43.6,43.75,-0.1199989,-0.2735329450851662,383000
"2015-05-07T00:00:00.000Z",44,45.93,43,45.93,2.18,4.982857142857143,2271000
"2015-05-08T00:00:00.000Z",47,48.22,46.65,48.22,2.290001,4.985850315389731,2872000
"2015-05-11T00:00:00.000Z",47.7,48.4,45.81,45.81,-2.41,-4.997926171712982,4162000
"2015-05-12T00:00:00.000Z",45.6,47.8,45,47.36,1.549999,3.3835384548452643,2653500
"2015-05-13T00:00:00.000Z",47.02,47.85,46.55,46.92,-0.4400024,-0.9290590745409253,1090500
"2015-05-14T00:00:00.000Z",47.33,49.26,47.33,48.5,1.580002,3.3674383362079423,3643500
"2015-05-15T00:00:00.000Z",48.5,50.5,47.9,49.75,1.25,2.5773195876288657,3077000
"2015-05-18T00:00:00.000Z",50.45,50.6,47.54,48.38,-1.369999,-2.7537668895229523,2852500
"2015-05-19T00:00:00.000Z",48.5,50.79,47.5,50.44,2.059998,4.257953523854754,7826000
"2015-05-20T00:00:00.000Z",50,50.6,48.7,49.18,-1.259998,-2.4980135804129096,3082000
"2015-05-21T00:00:00.000Z",48.99,49.29,47.8,48.11,-1.07,-2.1756811712078084,713500
"2015-05-22T00:00:00.000Z",48.4,48.48,47.1,47.21,-0.9000015,-1.870716009019455,503000
"2015-05-25T00:00:00.000Z",47.49,48.6,46.6,48.24,1.030003,2.181747649761554,1142500
"2015-05-26T00:00:00.000Z",48.1,48.1,47.11,47.52,-0.7200012,-1.49253976386717,213500
"2015-05-27T00:00:00.000Z",47.1,48.3,47.02,47.57,0.04999924,0.10521725420948837,641000
"2015-05-28T00:00:00.000Z",47.43,49.2,47.4,48.15,0.5800018,1.219259663541463,2208500
"2015-05-29T00:00:00.000Z",48.45,48.5,47.5,47.61,-0.5400009,-1.1214971752991183,714500
"2015-06-01T00:00:00.000Z",47.25,48.03,47.25,47.93,0.3199997,0.6721270699088822,282000
