"Date_","Open","High","Low","Close","Change","ChangeP","Volume"
"2004-01-01T00:00:00.000Z",34,35.2,34,34.3,0,0,215500
"2004-01-02T00:00:00.000Z",34.3,34.75,34,34.75,0.45,1.3119533527696796,7500
"2004-01-05T00:00:00.000Z",34.75,34.95,34.25,34.25,-0.5,-1.4388489208633095,15000
"2004-01-06T00:00:00.000Z",34.25,34.75,33.75,34.75,0.5,1.4598540145985401,17500
"2004-01-07T00:00:00.000Z",34.75,35.5,34.5,34.5,-0.25,-0.7194244604316548,17500
"2004-01-08T00:00:00.000Z",34.5,35.25,34.5,35.1,0.6,1.7391304347826086,11000
"2004-01-09T00:00:00.000Z",35.1,36,35,36,0.9,2.564102564102564,32500
"2004-01-12T00:00:00.000Z",36,36.5,35.5,36,0,0,32000
"2004-01-13T00:00:00.000Z",36,36.5,35.5,36.5,0.5,1.3888888888888888,32000
"2004-01-14T00:00:00.000Z",36.5,39.2,36.5,37.55,1.05,2.8767123287671232,79000
"2004-01-15T00:00:00.000Z",37.55,39.5,37.35,39.5,1.95,5.193075898801598,59500
"2004-01-16T00:00:00.000Z",39.5,40,39,39,-0.5,-1.2658227848101267,53000
"2004-01-19T00:00:00.000Z",39,38.9,38,38.9,-0.1,-0.2564102564102564,5500
"2004-01-20T00:00:00.000Z",38.9,37.75,37,37,-1.9,-4.884318766066838,16000
"2004-01-21T00:00:00.000Z",37,38.4,37.1,38,1,2.7027027027027026,42500
"2004-01-22T00:00:00.000Z",38,38.4,38,38,0,0,4500
"2004-01-23T00:00:00.000Z",38,40.75,38,39.25,1.25,3.289473684210526,152000
"2004-01-26T00:00:00.000Z",39.25,38.6,38,38,-1.25,-3.1847133757961785,12500
"2004-01-27T00:00:00.000Z",38,38.75,38,38.75,0.75,1.9736842105263157,34500
"2004-01-28T00:00:00.000Z",38.75,39.5,38.5,38.5,-0.25,-0.6451612903225806,23500
"2004-01-29T00:00:00.000Z",38.5,40,38.35,40,1.5,3.896103896103896,15500
"2004-01-30T00:00:00.000Z",40,42,39.5,41.25,1.25,3.125,84000
"2004-02-06T00:00:00.000Z",41.25,41.85,41,41.85,0.6,1.4545454545454546,8500
"2004-02-09T00:00:00.000Z",41.85,41.75,39.8,40.45,-1.4,-3.345280764635603,35500
"2004-02-10T00:00:00.000Z",40.45,40.5,39.5,40.5,0.05,0.12360939431396785,16000
"2004-02-11T00:00:00.000Z",40.5,40.75,39,39.4,-1.1,-2.71604938271605,11000
"2004-02-12T00:00:00.000Z",39.4,39.2,38.2,38.25,-1.15,-2.9187817258883246,7000
"2004-02-13T00:00:00.000Z",38.25,39,38.2,38.9,0.65,1.6993464052287583,9000
"2004-02-16T00:00:00.000Z",38.9,39.1,38.9,39,0.1,0.25706940874035994,17500
