"Date_","Open","High","Low","Close","Change","ChangeP","Volume"
"2019-04-05T00:00:00.000Z",48,48.2,45.75,46.15,0.05000305,0.10846649307641658,14321500
"2019-04-08T00:00:00.000Z",45.74,46,43.85,45.09,-1.060001,-2.2968601885837443,1364000
"2019-04-09T00:00:00.000Z",45.21,46.2,44,45.24,0.1500015,0.3326713350855401,674500
"2019-04-10T00:00:00.000Z",45.35,45.67,42.98,43.11,-2.130001,-4.708224918032164,252500
"2019-04-11T00:00:00.000Z",41.75,45.23,41.75,44.78,1.669998,3.873806361688408,460000
"2019-04-12T00:00:00.000Z",44.99,46.3,44.64,46.06,1.280003,2.858425827942775,1000000
"2019-04-15T00:00:00.000Z",45.21,46.48,45.01,45.6,-0.4600029,-0.9987035845366827,347000
"2019-04-16T00:00:00.000Z",46.21,46.21,44.51,45.01,-0.5900002,-1.2938600820444734,238000
"2019-04-17T00:00:00.000Z",45,45.1,43.06,43.79,-1.219997,-2.7105022913020855,143500
"2019-04-18T00:00:00.000Z",43.8,45.7,43.8,45.19,1.399998,3.197072244938468,166500
"2019-04-19T00:00:00.000Z",45.29,46.99,45.21,46.47,1.280003,2.832491889742768,579000
"2019-04-22T00:00:00.000Z",46.4,46.4,45.4,45.58,-0.8899994,-1.9152128502071812,322500
"2019-04-23T00:00:00.000Z",45.6,46.49,43.31,44.32,-1.260002,-2.76437460445921,983500
"2019-04-24T00:00:00.000Z",44.25,46,44.01,45.67,1.349998,3.04602423077508,282000
"2019-04-25T00:00:00.000Z",45.11,46.1,45.11,45.95,0.2800026,0.6130996626682532,83500
"2019-04-26T00:00:00.000Z",45.5,46,45,45.68,-0.2700005,-0.5875962939325756,193500
"2019-04-29T00:00:00.000Z",45.36,45.63,44.5,44.58,-1.099998,-2.4080517691791496,181000
"2019-04-30T00:00:00.000Z",44,44.34,43.65,44.04,-0.5400009,-1.2113075125577217,78500
"2019-05-02T00:00:00.000Z",44,44.08,43.21,43.86,-0.1800003,-0.40872002446376,40500
"2019-05-03T00:00:00.000Z",43.41,43.6,42.86,42.96,-0.9000015,-2.0519869339265755,32500
"2019-05-06T00:00:00.000Z",43.07,43.91,41,41.25,-1.709999,-3.980444692282232,266500
"2019-05-07T00:00:00.000Z",40,42.95,40,42.83,1.580002,3.830308064499785,241000
"2019-05-08T00:00:00.000Z",41.75,42.78,41.55,42.06,-0.7700005,-1.7978064230935509,122500
"2019-05-09T00:00:00.000Z",42.01,42.45,41.11,42.2,0.1399994,0.33285639087698915,224500
"2019-05-10T00:00:00.000Z",42.45,42.5,41.3,41.86,-0.3400002,-0.8056876739066935,71500
"2019-05-13T00:00:00.000Z",42.31,42.89,39.77,39.84,-2.02,-4.825609173435259,1315000
"2019-05-14T00:00:00.000Z",39.6,41.83,39.6,40.95,1.110001,2.786147158286826,586000
"2019-05-15T00:00:00.000Z",41.05,42.99,41,42.66,1.709999,4.175821631848069,155000
"2019-05-16T00:00:00.000Z",42.35,42.4,40.53,41.3,-1.360001,-3.188000394092818,306500
"2019-05-17T00:00:00.000Z",41.3,41.3,39.3,40.04,-1.259998,-3.0508427627526755,241000
"2019-05-20T00:00:00.000Z",39,42,38.06,41.11,1.07,2.6723276723276723,1105500
"2019-05-21T00:00:00.000Z",40.5,41.94,40,41,-0.1100006,-0.26757625491253334,205500
"2019-05-22T00:00:00.000Z",41.25,43.05,41.01,43.03,2.029999,4.951216952409343,423500
